,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,dislikeCount,favouriteCount,commentCount,duration,definition,caption,publishedDaytime,durationSecs,tagCount,title_no_stopwords
1041,MW8gMJ02xVM,Christian Dior,Autumn-Winter 2018-2019 Ready-to-Wear Show - Savoir-Faire: Embroidered Coat,"This coat in the Autumn-Winter 2018-2019 Ready-to-Wear show owes its luxurious surface relief effect to the petites mains in the Vermont ateliers who embellished the beauty of the 18th-century indienne print through the skillful execution of subtly-colored embroidery. 

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018', 'Savoir Faire', 'Fashion', 'Ateliers']",2018-03-04 10:23:27+00:00,35515.0,555.0,,,1.0,PT50S,hd,true,Sunday,50.0,6,"['Autumn-Winter', '2018-2019', 'Ready-to-Wear', 'Show', '-', 'Savoir-Faire:', 'Embroidered', 'Coat']"
1042,d-T9lu24ihE,Christian Dior,Autumn-Winter 2018-2019 Ready-to-Wear Show - Interview with Christine Spengler,"A war correspondent and artist, Christine Spengler photographed the looks in the Autumn-Winter 2018-2019 Ready-to-Wear collection. She spoke to us about the place occupied by women in her work.  

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018', 'Christine Spengler', 'Interview', 'Fashion show']",2018-03-04 10:21:38+00:00,2924.0,62.0,,,0.0,PT56S,hd,true,Sunday,56.0,6,"['Autumn-Winter', '2018-2019', 'Ready-to-Wear', 'Show', '-', 'Interview', 'Christine', 'Spengler']"
1043,YtvK2kv_Isc,Christian Dior,Autumn-Winter 2018-2019 Ready-to-Wear Show - Interview with Maria Grazia Chiuri,"With the fittings in full swing, Maria Grazia Chiuri took some time out to chat with Adwoa Aboah, the outspoken model and founder of the online platform Gurls Talk. They sit down to discuss the inspirations behind the collection, May ’68, and the empowerment and emancipation of youth and women.

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018', 'Fashion show', 'Paris']",2018-03-04 09:36:52+00:00,35363.0,358.0,,,0.0,PT2M33S,hd,true,Sunday,153.0,5,"['Autumn-Winter', '2018-2019', 'Ready-to-Wear', 'Show', '-', 'Interview', 'Maria', 'Grazia', 'Chiuri']"
1044,8T1OMQHfx3Y,Christian Dior,Autumn-Winter 2018-2019 Ready-to-Wear Show - Key Looks,"Capturing the spirited energy of the sixties Youthquake, the Dior Autumn-Winter 2018-2019 show highlighted a future full of possibility, in more ways than one. Pulses were set racing for next season as Maria Grazia Chiuri sent out a wealth of covetable creations from colorful patchworks, lush floral embroideries and unmissable outerwear to slick tailoring featuring the cannage motif reinterpreted as plaid, swishing pleated kilts and must-have boots!","['Dior', 'Christian Dior', '2018', 'Autumn-Winter', 'PFW', 'Paris Fashion Week']",2018-03-02 17:17:28+00:00,408242.0,114.0,,,0.0,PT57S,hd,false,Friday,57.0,6,"['Autumn-Winter', '2018-2019', 'Ready-to-Wear', 'Show', '-', 'Key', 'Looks']"
1045,SVLtG__EiUo,Christian Dior,Autumn-Winter 2018-2019 Ready-to-Wear Show - Celebrities,"Cara Delevingne, Charlotte Le Bon, Emmanuelle Devos, Angelababy, Lola Le Lann and Olivia Palermo are just some of the stars who shared their thoughts on the autumn-winter 2018-2019 ready-to-wear show inspired by May 1968 and the liberation of women.  

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018', 'PFW', 'Paris Fashion Week', 'Celebrities', 'Fashion Show']",2018-03-02 15:57:56+00:00,3569.0,86.0,,,0.0,PT1M47S,hd,true,Friday,107.0,7,"['Autumn-Winter', '2018-2019', 'Ready-to-Wear', 'Show', '-', 'Celebrities']"
1046,ZJYkIYH_iyE,Christian Dior,Autumn-Winter 2018-2019 Ready-to-Wear Show - Timelapse,"Fast-forwarding through the construction of the backdrop for the Dior Autumn-Winter 2018-2019 collection.

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-03-01 16:20:32+00:00,3997.0,90.0,,,0.0,PT39S,hd,false,Thursday,39.0,3,"['Autumn-Winter', '2018-2019', 'Ready-to-Wear', 'Show', '-', 'Timelapse']"
1047,rqhJIL-OAc4,Christian Dior,Autumn-Winter 2018-2019 Ready-to-Wear Show - Empty Space,"Slogans, fashion magazine covers and photographs from the Dior archives all came together in the show scenography which reflected the assertions of a generation of restless youth. 

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-03-01 10:24:01+00:00,3572.0,95.0,,,0.0,PT31S,hd,false,Thursday,31.0,3,"['Autumn-Winter', '2018-2019', 'Ready-to-Wear', 'Show', '-', 'Empty', 'Space']"
1048,i03KmmlCOL0,Christian Dior,Autumn-Winter 2018-2019 Ready-to-Wear Show - Best Of,"More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-02-28 11:03:13+00:00,37530.0,407.0,,,0.0,PT6M36S,hd,false,Wednesday,396.0,3,"['Autumn-Winter', '2018-2019', 'Ready-to-Wear', 'Show', '-', 'Best', 'Of']"
1049,F90bJEPr80s,Christian Dior,Autumn-Winter 2018-2019 Ready-to-Wear Show - Video of the Show,"More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-02-27 16:48:53+00:00,100011.0,924.0,,,3.0,PT11M50S,hd,false,Tuesday,710.0,3,"['Autumn-Winter', '2018-2019', 'Ready-to-Wear', 'Show', '-', 'Video', 'Show']"
1050,JryWCmWp21c,Christian Dior,Autumn-Winter 2018-2019 Ready-to-Wear Show - Invitation,"On Tuesday, February 27, Maria Grazia Chiuri will be unveiling her Autumn-Winter 2018-2019 Ready-to-Wear collection.

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-02-27 09:23:06+00:00,5625.0,113.0,,,0.0,PT23S,hd,false,Tuesday,23.0,3,"['Autumn-Winter', '2018-2019', 'Ready-to-Wear', 'Show', '-', 'Invitation']"
1051,oPh427E5Wz4,Christian Dior,Autumn-Winter 2018-2019 Ready-to-Wear Show - From the archives,"More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-02-26 08:56:57+00:00,3117.0,54.0,,,0.0,PT20S,hd,false,Monday,20.0,3,"['Autumn-Winter', '2018-2019', 'Ready-to-Wear', 'Show', '-', 'From', 'archives']"
1052,5nulqd6BhYg,Christian Dior,Summer 2018 Ready-to-Wear Campaign - Behind The Scenes,"Behind the scenes at the shooting of the Spring-Summer 2018 ready-to-wear campaign, Sasha Pivovarova spoke to us about the place occupied by female artists in art, evoking the Linda Nochlin essay, “Why Have There Been No Great Women Artists?” — an arresting title printed on one of the t-shirts in the collection in which she opened the show.   

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-02-22 13:10:22+00:00,9570.0,202.0,,,1.0,PT47S,hd,true,Thursday,47.0,3,"['Summer', '2018', 'Ready-to-Wear', 'Campaign', '-', 'Behind', 'The', 'Scenes']"
1053,ly3T4isR4eg,Christian Dior,Summer 2018 Ready-to-Wear Campaign,"The face of the ready-to-wear spring-summer 2018 campaign, Sasha Pivovarova is also an artist. To a Sixties soundtrack and dressed in Maria Grazia Chiuri’s creations, she paints her portraits of women like notes punctuating a score.  


More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018', 'Fashion']",2018-02-22 13:08:48+00:00,45976.0,707.0,,,5.0,PT1M8S,hd,false,Thursday,68.0,4,"['Summer', '2018', 'Ready-to-Wear', 'Campaign']"
1054,IkQleJCMQJU,Christian Dior,Chinese New Year,"To celebrate the Chinese New Year, the Year of the Dog, the House is highlighting the motifs dear to Christian Dior. The heart, the four-leaf clover, and the star come to life in a red décor, the hue the founding couturier considered “the color of life”. 

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-02-16 14:00:02+00:00,19603.0,259.0,,,1.0,PT21S,hd,false,Friday,21.0,3,"['Chinese', 'New', 'Year']"
1055,GiVrc1-ZgB8,Christian Dior,Encounter with Paolo Roversi,"The photographer Paolo Roversi speaks to us about his work, and the shooting of the Christian Dior haute couture creations he undertook exclusively for the publication of the book Dior Images Paolo Roversi. 

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018', 'Paolo Roversi', 'Photographer', 'Photography', 'Dior books']",2018-02-09 15:06:45+00:00,21994.0,400.0,,,0.0,PT59S,hd,true,Friday,59.0,7,"['Encounter', 'Paolo', 'Roversi']"
1056,1R3NHOeNSDw,Christian Dior,Spring-Summer 2018 Haute Couture show - 360°,"Attend the presentation of the Spring-Summer 2018 Haute Couture collection as if you were there.

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018', 'VR', '360 degrees']",2018-02-08 18:18:06+00:00,12227.0,209.0,,,2.0,PT2M55S,hd,false,Thursday,175.0,5,"['Spring-Summer', '2018', 'Haute', 'Couture', 'show', '-', '360°']"
1057,bZ5eU3dc6-I,Christian Dior,The savoir-faire of the D-Murrine costume jewellery,"Discover the secrets behind the making of the D-Murrine jewels from the ready-to-wear spring-summer 2018 collection as designed by Maria Grazia Chiuri. 

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2017']",2018-02-08 15:28:20+00:00,84906.0,1706.0,,,3.0,PT1M26S,hd,false,Thursday,86.0,3,"['The', 'savoir-faire', 'D-Murrine', 'costume', 'jewellery']"
1058,oHXQ9oXsmd4,Christian Dior,"The expertise behind the 'Dior à Versailles, pièces secrètes' Collection","From the first gouaches to the development of volume, via the polishing and the final assembly, discover the secrets behind the making of the Volupté Diamant Jaune ring and the Vanité Diamant necklace. Two exceptional creations designed by Victoire de Castellane, the Creative Director of Dior Joaillerie.

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2017']",2018-02-05 14:20:45+00:00,88138.0,1850.0,,,3.0,PT1M,hd,false,Monday,60.0,3,"['The', 'expertise', 'behind', ""'Dior"", 'à', 'Versailles,', 'pièces', ""secrètes'"", 'Collection']"
1059,KTntjZmYwG8,Christian Dior,Spring-Summer 2018 Haute Couture show - Savoir-Faire : The L’Impératrice and Chant à La Lune Dresses,"For the triple organza dresses, L’impératrice and Chant à la Lune, the tarot motifs, loved by both Christian Dior and Maria Grazia Chiuri, were painted by hand in varying tones of black and white before being re-embroidered with sequins.


More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-01-30 09:02:48+00:00,19852.0,317.0,,,0.0,PT57S,hd,true,Tuesday,57.0,3,"['Spring-Summer', '2018', 'Haute', 'Couture', 'show', '-', 'Savoir-Faire', ':', 'The', 'L’Impératrice', 'Chant', 'à', 'La', 'Lune', 'Dresses']"
1060,LisU7a47IG8,Christian Dior,Spring-Summer 2018 Haute Couture show - Savoir-Faire: The Nude Dress,"“Embroidery is still executed by hand, as it was in the 18th century, sometimes even on the same frames,” Christian Dior noted in 1956 in his memoirs. As an indispensable acolyte of couture, it’s embroidery we have to thank for the realization of this Nude dress whose sequins render a nude woman in trompe-l’œil. It was entirely made in the Vermont ateliers acquired by the House in 2013.

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-01-30 08:54:39+00:00,28755.0,470.0,,,0.0,PT56S,hd,true,Tuesday,56.0,3,"['Spring-Summer', '2018', 'Haute', 'Couture', 'show', '-', 'Savoir-Faire:', 'The', 'Nude', 'Dress']"
1061,rJ4QEJoN-Po,Christian Dior,Spring-Summer 2018 Haute Couture show - Savoir-Faire: Panier Percé Dress,"Inspired by Panier Percé, a design by Christian Dior from the haute couture spring-summer 1950 collection, this dress takes the form of a cage, a recurring motif in the Surrealists’ creative output. It was made in the ateliers of Jean-Pierre Ollier.

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-01-29 14:33:00+00:00,53592.0,911.0,,,0.0,PT1M1S,hd,true,Monday,61.0,3,"['Spring-Summer', '2018', 'Haute', 'Couture', 'show', '-', 'Savoir-Faire:', 'Panier', 'Percé', 'Dress']"
1062,VnP8RiUK2Ug,Christian Dior,Spring-Summer 2018 Haute Couture show - Savoir-Faire : Songe Dress,"Painted by hand on organza in beige, green, pink and blue, and then embroidered and pleated, the Songe dress references dreams, a central theme of the Surrealist movement.  

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-01-29 13:34:09+00:00,83430.0,1584.0,,,2.0,PT1M1S,hd,true,Monday,61.0,3,"['Spring-Summer', '2018', 'Haute', 'Couture', 'show', '-', 'Savoir-Faire', ':', 'Songe', 'Dress']"
1063,rO4ZjlW3ToA,Christian Dior,Spring-Summer 2018 Haute Couture show - Interview with Maria Grazia Chiuri,"More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-01-26 16:27:11+00:00,32375.0,472.0,,,0.0,PT3M49S,hd,true,Friday,229.0,3,"['Spring-Summer', '2018', 'Haute', 'Couture', 'show', '-', 'Interview', 'Maria', 'Grazia', 'Chiuri']"
1064,ZObtlZR5uSU,Christian Dior,Spring-Summer 2018 Haute Couture show - Christian Dior Surrealist Ball,"More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-01-25 19:38:42+00:00,15845.0,264.0,,,0.0,PT1M29S,hd,false,Thursday,89.0,3,"['Spring-Summer', '2018', 'Haute', 'Couture', 'show', '-', 'Christian', 'Dior', 'Surrealist', 'Ball']"
1065,4iJ28StsRZY,Christian Dior,Spring-Summer 2018 Haute Couture Show - Monsieur Dior's Tailleurs,"More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2017']",2018-01-25 18:10:16+00:00,9698.0,159.0,,,0.0,PT1M2S,hd,true,Thursday,62.0,3,"['Spring-Summer', '2018', 'Haute', 'Couture', 'Show', '-', 'Monsieur', ""Dior's"", 'Tailleurs']"
1066,PHyY7rhKfz8,Christian Dior,Spring-Summer 2018 Haute Couture show - Inside the Tailoring Atelier,"Take a look at the secrets behind the making of the Bar jacket, that eternal icon of the House’s women’s wardrobe, as reinterpreted by Maria Grazia Chiuri for the haute couture spring-summer 2018 collection. 

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2017']",2018-01-25 18:10:10+00:00,29042.0,477.0,,,0.0,PT1M,hd,true,Thursday,60.0,3,"['Spring-Summer', '2018', 'Haute', 'Couture', 'show', '-', 'Inside', 'Tailoring', 'Atelier']"
1067,TPBQSPtrIlI,Christian Dior,Spring-Summer 2018 Haute Couture show - Full Version,"© Music: Nils Frahm - ""All Music""

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018', 'Spring-Summer 2018 Haute Couture', 'Maria Grazia Chiuri', 'Musée Rodin']",2018-01-25 14:11:55+00:00,31691.0,328.0,,,3.0,PT8M54S,hd,false,Thursday,534.0,6,"['Spring-Summer', '2018', 'Haute', 'Couture', 'show', '-', 'Full', 'Version']"
1068,GX0c1v90fOo,Christian Dior,Spring-Summer 2018 Haute Couture show - Celebrities,"More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018', 'Haute Couture']",2018-01-25 10:47:51+00:00,7053.0,139.0,,,0.0,PT1M10S,hd,true,Thursday,70.0,4,"['Spring-Summer', '2018', 'Haute', 'Couture', 'show', '-', 'Celebrities']"
1069,rwB-kTEkr4E,Christian Dior,Spring-Summer 2018 Haute Couture show - Best Of,"© Music: Nils Frahm - ""All Music""

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-01-23 17:40:41+00:00,41681.0,491.0,,,0.0,PT7M3S,hd,false,Tuesday,423.0,3,"['Spring-Summer', '2018', 'Haute', 'Couture', 'show', '-', 'Best', 'Of']"
1070,OUd6w3iisCQ,Christian Dior,Spring-Summer 2018 Haute Couture show - Empty Space,"© Music: Nils Frahm - ""All Music""

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-01-23 14:01:49+00:00,6210.0,102.0,,,0.0,PT29S,hd,false,Tuesday,29.0,3,"['Spring-Summer', '2018', 'Haute', 'Couture', 'show', '-', 'Empty', 'Space']"
1071,5kg22pFiRiE,Christian Dior,Spring-Summer 2018 Haute Couture show - Timelapse,"Music: Nils Frahm - ""All Music"" 

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-01-23 11:05:07+00:00,6019.0,107.0,,,0.0,PT38S,hd,false,Tuesday,38.0,3,"['Spring-Summer', '2018', 'Haute', 'Couture', 'show', '-', 'Timelapse']"
1072,yt-jL3S9-7w,Christian Dior,Spring-Summer 2018 Haute Couture show - Video of the Show,"First cut of the Spring-Summer 2018 Dior Haute Couture show, presented at Musée Rodin in Paris.

© Music: Nils Frahm - ""All Music""

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-01-22 18:55:07+00:00,206043.0,1938.0,,,5.0,PT13M46S,hd,false,Monday,826.0,3,"['Spring-Summer', '2018', 'Haute', 'Couture', 'show', '-', 'Video', 'Show']"
1073,nOmOlQkLszE,Christian Dior,Dior Homme Winter 2018/2019 Show - Interview with Kris Van Assche,"Kris Van Assche, the Creative Director of Dior Homme, reveals the inspirations for the winter 2018-2019 collection, influenced by tailoring and 1990s sportswear styles.

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', 'Dior Homme', 'Winter 2018/2019 Show']",2018-01-22 16:49:32+00:00,6342.0,74.0,,,0.0,PT1M7S,hd,true,Monday,67.0,4,"['Dior', 'Homme', 'Winter', '2018/2019', 'Show', '-', 'Interview', 'Kris', 'Van', 'Assche']"
1074,tJX2QZ2rMN0,Christian Dior,Spring-Summer 2018 Haute Couture show - Surrealist Ateliers,"In the ateliers at 30 Avenue Montaigne, in which the petites mains are busy at work, a number of mysterious symbols are coming to light. Clues to ponder in the rundown to the haute couture spring-summer 2018 show.

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-01-22 16:13:20+00:00,5355.0,109.0,,,0.0,PT30S,hd,false,Monday,30.0,3,"['Spring-Summer', '2018', 'Haute', 'Couture', 'show', '-', 'Surrealist', 'Ateliers']"
1075,Gua67yISMVk,Christian Dior,Dior Homme Winter 2018/2019 Show - Timelapse,"Timelapse of the construction inside the Grand Palais for the presentation of Kris Van Assche's Winter 2018/2019 Dior Homme collection.

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018']",2018-01-21 18:12:57+00:00,4036.0,72.0,,,0.0,PT1M1S,hd,false,Sunday,61.0,3,"['Dior', 'Homme', 'Winter', '2018/2019', 'Show', '-', 'Timelapse']"
1076,wsoM1Pwx8f0,Christian Dior,Dior Homme Winter 2018/2019 Show - Empty Space,"A look at the space where the Winter 2018-2019 Dior Homme collection was presented before the guests arrived.

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018', ""Men's Fashion""]",2018-01-21 18:10:33+00:00,3116.0,71.0,,,1.0,PT36S,hd,false,Sunday,36.0,4,"['Dior', 'Homme', 'Winter', '2018/2019', 'Show', '-', 'Empty', 'Space']"
1077,tZERmRbAaj4,Christian Dior,Dior Homme Winter 2018/2019 Show - Best Of,"More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018', ""Men's Fashion""]",2018-01-21 16:03:50+00:00,47376.0,442.0,,,2.0,PT5M35S,hd,false,Sunday,335.0,4,"['Dior', 'Homme', 'Winter', '2018/2019', 'Show', '-', 'Best', 'Of']"
1078,PoBlJyWB0nY,Christian Dior,Dior Homme Winter 2018/2019 Show - Video of the Show,"The presentation of the Dior Homme Winter 2018/2019 Show, presented at the Grand Palais in Paris.

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018', 'Dior Homme', ""Men's fashion""]",2018-01-20 17:00:19+00:00,60579.0,629.0,,,3.0,PT9M19S,hd,false,Saturday,559.0,5,"['Dior', 'Homme', 'Winter', '2018/2019', 'Show', '-', 'Video', 'Show']"
1079,Ib9tr9fIIzw,Christian Dior,Dior Homme Winter 2018/2019 Show - 30 Montaigne,"More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018', 'Dior Homme Winter 2018/2019 Show']",2018-01-20 11:57:44+00:00,7433.0,138.0,,,0.0,PT28S,hd,false,Saturday,28.0,4,"['Dior', 'Homme', 'Winter', '2018/2019', 'Show', '-', '30', 'Montaigne']"
1080,KaM7xVHlGtM,Christian Dior,Dior Homme Winter 2018/2019 Show - Savoir Faire,"More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018', 'Dior Homme Winter 2018/2019 Show']",2018-01-19 10:27:22+00:00,7447.0,109.0,,,0.0,PT21S,hd,false,Friday,21.0,4,"['Dior', 'Homme', 'Winter', '2018/2019', 'Show', '-', 'Savoir', 'Faire']"
1081,9kbz9U1eP-g,Christian Dior,Dior Homme Winter 2018/2019 Show - Castings,"More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2018', 'Dior Homme Winter 2018/2019 Show']",2018-01-19 10:26:18+00:00,5864.0,111.0,,,0.0,PT24S,hd,false,Friday,24.0,4,"['Dior', 'Homme', 'Winter', '2018/2019', 'Show', '-', 'Castings']"
1082,gMCU3JMbFbA,Christian Dior,Dior Homme Summer 2018 Campaign,"For the summer 2018 campaign, Kris Van Assche unveils a new cast of Dior Homme faces, photographed by David Sims, in collaboration with the stylist Mauricio Nardi.

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2017']",2018-01-12 15:53:33+00:00,46170.0,790.0,,,1.0,PT53S,hd,false,Friday,53.0,3,"['Dior', 'Homme', 'Summer', '2018', 'Campaign']"
1083,k_iEDMtdHhs,Christian Dior,The Baby Dior Spring-Summer 2018 Collection,"More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2017', 'Baby Dior']",2018-01-08 11:04:20+00:00,35045.0,486.0,,,0.0,PT58S,hd,false,Monday,58.0,4,"['The', 'Baby', 'Dior', 'Spring-Summer', '2018', 'Collection']"
1084,IfIRMyDeCGI,Christian Dior,Happy 2018 !,"Dior wishes you all the very best for the coming year, with this animated greeting card featuring one of the key inspirations for our artistic director Maria Grazia Chiuri’s cruise 2018 collection: the Motherpeace tarot deck created by Karen Vogel and Vicki Noble in the 1970s. 

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2017']",2018-01-02 09:07:56+00:00,9070.0,205.0,,,1.0,PT26S,hd,false,Tuesday,26.0,3,"['Happy', '2018', '!']"
1085,lly3JAEIOvM,Christian Dior,1947-2017: Dior seen by Vogue Paris,"French Vogue pays tribute to Dior with a journey through seventy years of shared history with the House. Follow us to 30 Avenue Montaigne for a coming together of heritage and modernity, in which the images from the magazine’s archives dialogue with emblematic creations ranging from the Bar suit from Christian Dior’s very first show to the latest collections by Maria Grazia Chiuri.

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2017', 'Vogue']",2018-01-02 09:07:50+00:00,13004.0,454.0,,,0.0,PT1M,hd,false,Tuesday,60.0,4,"['1947-2017:', 'Dior', 'seen', 'Vogue', 'Paris']"
1086,mPenejK0_0g,Christian Dior,Baby Dior - The Savoir-faire of the Pierrot Dress,"For the fiftieth anniversary of Baby Dior, Cordelia de Castellane designed an autumn-winter 2017-2018 capsule collection in which she revisited an iconic model baptized Pierrot, created by Marc Bohan and worn by two children at the launch of the first boutique in 1967. Discover the secrets behind its making.

More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2017', 'Baby Dior', 'Pierrot Dress', 'Savoir-faire']",2017-12-18 08:36:06+00:00,32340.0,690.0,,,2.0,PT1M,hd,true,Monday,60.0,6,"['Baby', 'Dior', '-', 'The', 'Savoir-faire', 'Pierrot', 'Dress']"
1087,LzPKHF9g3dk,Christian Dior,The expertise behind La D de Dior Haute Horlogerie,"More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2017', 'La D de Dior Haute Horlogerie', 'Dior Haute Horlogerie', 'Savoir Faire']",2017-12-14 16:00:05+00:00,65713.0,1332.0,,,2.0,PT1M48S,hd,false,Thursday,108.0,6,"['The', 'expertise', 'behind', 'La', 'D', 'de', 'Dior', 'Haute', 'Horlogerie']"
1088,1LyrQMjthYM,Christian Dior,The expertise behind La D de Dior,"More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2017', 'La D de Dior', 'Dior Horlogerie', 'Savoir Faire']",2017-12-14 16:00:00+00:00,82226.0,1357.0,,,3.0,PT1M43S,hd,false,Thursday,103.0,6,"['The', 'expertise', 'behind', 'La', 'D', 'de', 'Dior']"
1089,JXalC3oEl7Y,Christian Dior,The expertise behind Dior Grand Bal,"More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2017', 'Dior Grand Bal', 'Dior Horlogerie', 'Savoir Faire']",2017-12-14 15:59:53+00:00,83491.0,1735.0,,,4.0,PT1M49S,hd,false,Thursday,109.0,6,"['The', 'expertise', 'behind', 'Dior', 'Grand', 'Bal']"
1090,wv_zq156NDs,Christian Dior,The expertise behind Dior Grand Soir,"More on: http://www.dior.com/

Subscribe to the Dior YouTube channel: http://on.dior.com/subscribe","['Dior', 'Christian Dior', '2017', 'Dior Grand Soir', 'Dior Horlogerie', 'Savoir Faire']",2017-12-14 15:59:29+00:00,118892.0,2423.0,,,5.0,PT1M31S,hd,false,Thursday,91.0,6,"['The', 'expertise', 'behind', 'Dior', 'Grand', 'Soir']"
